Customer Name,Recency,Frequency,Monetary
Jennifer Schneider,79,7,24494
Jennifer Schroeder,5,19,54214
Jennifer Scott,129,16,48538
Jennifer Serrano,79,9,22856
Jennifer Shaffer,137,3,12020
Jennifer Shaw,155,9,30615
Jennifer Shepard,461,2,4172
Jennifer Sheppard,28,7,22970
Jennifer Sherman,55,4,12083
Jennifer Short,1032,2,3532
Jennifer Silva,65,3,4486
Jennifer Simmons,137,11,32844
Jennifer Simon,6,6,10515
Jennifer Simpson,206,6,18751
Jennifer Sims,466,6,13310
Jennifer Singh,87,9,27006
Jennifer Smith,2,102,259032
Jennifer Snyder,460,4,4888
Jennifer Spears,212,6,14161
Jennifer Spencer,87,4,9859
Jennifer Stanley,148,8,24735
Jennifer Stark,337,5,13983
Jennifer Stein,91,14,44966
Jennifer Stephens,180,13,36654
Jennifer Stevens,62,8,22915
Jennifer Stone,142,9,31312
Jennifer Strong,193,3,5447
Jennifer Stuart,343,3,6172
Jennifer Sullivan,149,10,23582
Jennifer Summers,87,2,5566
Jennifer Sutton,245,9,25146
Jennifer Swanson,428,5,12711
Jennifer Tate,154,5,17772
Jennifer Taylor,3,33,72978
Jennifer Thomas,26,30,78969
Jennifer Thompson,87,7,15913
Jennifer Thornton,305,8,13748
Jennifer Torres,185,7,18466
Jennifer Tran,142,10,28951
Jennifer Trujillo,964,2,4963
Jennifer Tucker,185,5,6070
Jennifer Turner,121,15,44968
Jennifer Underwood,262,4,7937
Jennifer Valdez,246,6,20106
Jennifer Valenzuela,6,8,19767
Jennifer Vazquez,134,9,20108
Jennifer Velasquez DDS,997,1,4522
Jennifer Vincent,894,1,3410
Jennifer Wade,184,4,7865
Jennifer Walker,194,6,24800
Jennifer Walker DVM,84,5,13296
Jennifer Wallace,246,5,13895
Jennifer Waller,138,10,23325
Jennifer Walters,513,5,10932
Jennifer Ward,2,19,53953
Jennifer Warren,122,6,18279
Jennifer Watson,4,5,18012
Jennifer Weaver,7,6,26233
Jennifer Weber,294,4,6032
Jennifer Webster,75,6,15948
Jennifer Weiss,337,4,9829
Jennifer Welch,297,6,12575
Jennifer West,1283,2,5792
Jennifer Wheeler,232,3,3909
Jennifer White,14,14,36851
Jennifer White MD,365,9,24148
Jennifer Wilkins,139,10,29273
Jennifer Williams,6,74,188614
Jennifer Williamson,221,10,18619
Jennifer Willis,97,9,29856
Jennifer Wilson,401,23,54031
Jennifer Wood,22,27,69010
Jennifer Woods,80,13,44867
Jennifer Wright,113,11,29437
Jennifer Yang,212,5,21119
Jennifer Young,425,3,4940
Jenny Bryant,6,5,9611
Jenny Callahan,628,4,12884
Jenny Campbell,80,3,10493
Jenny Davis,127,6,19389
Jenny Fleming,27,4,15576
Jenny Garcia,120,6,8192
Jenny Hawkins,153,9,21950
Jenny Hicks,1172,2,6126
Jenny Higgins,275,5,15466
Jenny House,143,4,14741
Jenny Jimenez,164,7,15200
Jenny Lopez,70,8,18962
Jenny Marks,54,6,19363
Jenny Maynard,682,2,6240
Jenny Middleton,206,4,8511
Jenny Miller,385,6,20269
Jenny Watkins,30,6,10126
Jenny Watson,4,5,17824
Jenny Weiss,49,8,22431
Jenny Wells,364,7,19643
Jenny White,65,9,24000
Jeremiah Adams,155,8,26075
Jeremiah Baker,227,3,8382
Jeremiah Bautista,9,6,9290
Jeremiah Bell PhD,586,4,13202
Jeremiah Berger,457,6,21001
Jeremiah Bolton,286,8,18191
Jeremiah Branch,56,6,16290
Jeremiah Brown,115,7,21992
Jeremiah Evans,187,3,8820
Jeremiah Francis,169,3,9508
Jeremiah Franklin,131,3,12915
Jeremiah Gill,106,6,20967
Jeremiah Graham,107,5,15538
Jeremiah Gray,308,5,18375
Jeremiah Hays,994,4,12939
Jeremiah Hill,26,7,17234
Jeremiah Hutchinson,8,4,13805
Jeremiah Johnson,71,7,20614
Jeremiah Jones,329,2,7351
Jeremiah Lee,135,3,3523
Jeremiah Lewis,265,4,13335
Jeremiah Miranda,785,2,1235
Jeremiah Myers,586,2,5189
Jeremiah Parker,546,2,8902
Jeremiah Porter,341,2,4256
Jeremiah Preston,71,6,9447
Jeremiah Pruitt,126,6,13112
Jeremiah Thornton,289,5,13712
Jeremiah Watson,77,4,8085
Jeremiah Welch,32,11,33168
Jeremy Anderson,481,4,12577
Jeremy Austin,716,2,4417
Jeremy Barrett,487,4,17899
Jeremy Barron,272,4,12457
Jeremy Bell DDS,135,7,23556
Jeremy Benitez,332,6,19846
Jeremy Berg,531,7,20144
Jeremy Braun,210,6,18520
Jeremy Brown,107,4,9096
Jeremy Browning,443,5,17491
Jeremy Butler,353,6,12435
Jeremy Campbell,447,7,23107
Jeremy Campos,274,2,3306
Jeremy Carpenter,39,4,15337
Jeremy Carr,177,13,42070
Jeremy Carson,1067,1,3626
Jeremy Castillo,111,6,18297
Jeremy Castro,241,2,7010
Jeremy Chambers,27,3,10089
Jeremy Chapman,169,4,14065
Jeremy Chavez,76,8,23572
Jeremy Cherry,119,6,11690
Jeremy Christian,132,4,13341
Jeremy Collins,129,7,15671
Jeremy Costa,313,9,22103
Jeremy Daniels,40,3,7395
Jeremy David,7,6,21283
Jeremy Delgado,206,2,6489
Jeremy Dougherty,1053,5,15411
Jeremy Fletcher,160,7,21171
Jeremy Ford,137,7,19253
Jeremy Franklin,866,3,3168
Jeremy Frazier,243,5,10329
Jeremy Friedman,273,5,12854
Jeremy Frye,97,4,8458
Jeremy Garcia,2,17,58982
Jeremy Glenn,424,3,10225
Jeremy Gray,52,5,20581
Jeremy Guzman,48,6,15868
Jeremy Hall,194,3,9082
Jeremy Hardy,663,3,8350
Jeremy Harrison,410,2,6031
Jeremy Heath,553,6,17780
Jeremy Herring,577,4,13826
Jeremy Hill,753,2,4012
Jeremy Hood,192,9,27225
Jeremy Howard,51,9,19498
Jeremy Jackson,149,4,7986
Jeremy Jacobs,408,6,19351
Jeremy Johnson,92,18,62556
Jeremy Jones,698,3,5000
Jeremy King,311,6,13180
Jeremy Little,26,8,22836
Jeremy Lloyd,100,7,20481
Jeremy Lynch,14,8,18625
Jeremy Martinez,49,5,9824
Jeremy May,110,3,8809
Jeremy Mays,307,4,15433
Jeremy Mcdonald,228,8,18954
Jeremy Mcgee,207,4,6465
Jeremy Medina,63,9,32928
Jeremy Mendoza,244,10,23990
Jeremy Meyer,258,3,6053
Jeremy Mills,224,2,2300
Jeremy Moody,189,6,17642
Jeremy Moore,132,6,18072
Jeremy Morgan,817,3,5580
Jeremy Morrow,113,8,17306
Jeremy Murphy,175,6,18645
Jeremy Nguyen,23,6,16117
Jeremy Olson,164,7,10810
Jeremy Ortiz,163,13,20594
Jeremy Palmer,77,6,9611
Jeremy Patterson,242,4,9459
Jeremy Payne MD,182,7,21710
Jeremy Perez,166,6,12800
Jeremy Porter,260,8,20346
Jeremy Price,672,2,4381
Jeremy Rivera,66,6,22827
Jeremy Roberts,30,7,12383
Jeremy Robertson,227,3,6077
Jeremy Robinson,22,5,15333
Jeremy Rodriguez,185,4,12388
Jeremy Ross,562,3,6476
Jeremy Rush,661,1,3615
Jeremy Schroeder,246,11,31395
Jeremy Sexton,557,1,4773
Jeremy Shaffer,911,2,2200
Jeremy Simmons,50,10,25837
Jeremy Smith,305,3,8560
Jeremy Snow,10,7,19157
Jeremy Solis,630,5,19707
Jeremy Stephens,144,2,5253
Jeremy Stevens,746,3,5888
Jeremy Stevenson,104,6,24054
Jeremy Taylor,226,4,8725
Jeremy Thomas,896,1,2778
Jeremy Townsend,33,7,14968
Jeremy Valdez,243,6,15116
Jeremy Vincent,182,6,17495
Jeremy Wallace,28,2,2031
Jeremy Walls,107,6,15727
Jeremy Ward,302,2,2507
Jeremy Washington,749,4,11622
Jeremy Watts,31,9,24110
Jeremy Webb,281,11,34521
Jeremy White,571,5,9163
Jeremy Williams,211,4,15138
Jeremy Williamson,348,2,3905
Jeremy Wilson,304,9,19959
Jeremy Woods,92,2,2082
Jeremy Young,2,15,41520
Jermaine English,148,6,20379
Jermaine Fernandez DDS,187,6,24963
Jermaine Finley,263,3,5237
Jermaine Franklin,500,2,6712
Jermaine James,247,7,19989
Jermaine Murphy,227,3,6305
Jermaine Myers,297,6,19941
Jermaine Ruiz MD,263,2,3479
Jermaine Smith,233,4,8181
Jermaine Watts,254,3,6217
Jerome Allen,529,5,17757
Jerome Barnes,200,4,10194
Jerome Brewer,124,4,5662
Jerome Bridges,61,8,21757
Jerome Brown,223,3,11498
Jerome Bullock,133,8,27369
Jerome Cohen,81,7,20609
Jerome Craig,150,5,10246
Jerome Davenport,162,5,12279
Jerome Foley,292,3,3868
Jerome Gillespie Jr.,199,7,14320
Jerome Jacobs,448,3,5586
Jerome Martin,185,7,20746
Jerome Miller,890,4,11863
Jerome Orozco,269,9,24982
Jerome Rice,586,6,12919
Jerome Snyder,7,4,13454
Jerome Taylor,106,3,9190
Jerome Thomas,773,1,2957
Jerome Thompson,240,8,22995
Jerome Torres,474,4,6849
Jerry Anderson,180,8,17556
Jerry Arnold,715,4,14006
Jerry Ball,56,10,24221
Jerry Black,300,4,11063
Jerry Bowman,1060,1,1084
Jerry Burnett,545,5,12014
Jerry Clark DVM,404,5,9941
Jerry Cobb,7,6,23400
Jerry Cole,190,6,18948
Jerry Conley,783,2,6533
Jerry Cook,545,5,13487
Jerry Davis,145,4,5054
Jerry Dean,253,5,9912
Jerry Douglas IV,922,4,13151
Jerry Drake,1080,2,2862
Jerry Duran,33,8,23137
Jerry Fitzgerald,146,7,17338
Jerry Ford,145,3,5757
Jerry Foster,265,4,11008
Jerry Franklin,72,5,15322
Jerry Fuller,303,6,19235
Jerry Gallagher,33,4,11581
Jerry Gibson,155,9,24032
Jerry Gilmore,769,5,13664
Jerry Griffin,499,5,17406
Jerry Griffith,60,5,13884
Jerry Harris,436,4,10095
Jerry Hawkins,489,2,1620
Jerry Henderson,33,4,9714
Jerry Hill,191,3,6300
Jerry Hopkins,402,4,10341
Jerry Horn,1184,3,7977
Jerry Howard,76,11,31471
Jerry Howell,113,5,12747
Jerry Huerta,235,5,15350
Jerry Jackson,37,12,30689
Jerry Jimenez MD,66,5,10262
Jerry Jones,262,1,3364
Jerry Knight,1152,1,3312
Jerry Krause,420,4,16213
Jerry Leach,60,7,19104
Jerry Lewis,4,4,12356
Jerry Lynn,274,3,12572
Jerry Mckenzie,98,6,22765
Jerry Mendez,301,8,15066
Jerry Mendoza,80,7,18940
Jerry Meyer,602,4,10259
Jerry Miller,122,16,44109
Jerry Montes,69,11,31412
Jerry Mullins,3,7,25101
Jerry Murphy,959,2,3828
Jerry Neal,185,3,8616
Jerry Nunez,10,6,15284
Jerry Oliver,86,3,6107
Jerry Ortiz,602,3,5397
Jerry Payne,198,7,21372
Jerry Perez,120,5,18124
Jerry Perkins,217,2,1846
Jerry Perry,706,3,11512
Jerry Powell,117,7,18021
Jerry Rice,50,12,32525
Jerry Richardson,200,7,14923
Jerry Rodriguez,134,5,11442
Jerry Rogers,467,4,9128
Jerry Rojas,381,5,14428
Jerry Sanchez PhD,68,5,12469
Jerry Scott,328,6,11634
Jerry Snyder,487,6,15288
Jerry Stephens,176,7,20313
Jerry Taylor DDS,29,4,10422
Jerry Thomas,42,2,3290
Jerry Vasquez,90,6,21417
Jerry Vega,502,3,12806
Jerry Wallace,105,5,14278
Jerry Williams,135,3,5453
Jerry Wise,95,6,11706
Jesse Adkins,248,4,8260
Jesse Alexander,1,11,31188
Jesse Allen,16,13,45782
Jesse Banks,180,3,7432
Jesse Beard,491,3,5703
Jesse Boyle,291,6,21859
Jesse Brewer,253,5,14741
Jesse Brown,65,16,31462
Jesse Chang,148,7,15273
Jesse Coleman,20,8,25591
Jesse Cooley,40,11,29322
Jesse Crawford,245,7,19350
Jesse Daniels,151,5,10611
Jesse Davis,184,6,14644
Jesse Day,593,4,10350
Jesse Delgado,534,6,15201
Jesse Douglas,33,4,10705
Jesse Ellis,176,6,20134
Jesse Figueroa,321,4,4096
Jesse Glover,33,6,15690
Jesse Gonzalez,167,3,12955
Jesse Gray,21,24,72952
Jesse Hensley,160,7,17314
Jesse Higgins,134,3,6723
Jesse Hobbs,190,2,4614
Jesse Houston,122,4,8118
Jesse Hunt,335,8,19620
Jesse Hunter,267,7,13790
Jesse Hurst,430,7,23490
Jesse Johnson,36,18,48838
Jesse Jones,52,18,40358
Jesse Knapp,14,10,21465
Jesse Le,193,9,25122
Jesse Lee,621,4,8920
Jesse Little,849,2,6511
Jesse Lynch,511,2,4512
Jesse Manning,110,7,22435
Jesse Martin,99,4,13186
Jesse Martinez,71,6,11935
Jesse Mckee,469,4,10334
Jesse Mckinney,402,4,10800
Jesse Medina,156,3,9682
Jesse Miller,291,9,23212
Jesse Moore,199,7,19731
Jesse Morris,4,3,6039
Jesse Mueller,384,8,19570
Jesse Newton,67,2,6407
Jesse Ortega,390,3,9382
Jesse Padilla,492,6,23243
Jesse Park,100,9,20236
Jesse Payne,508,4,11493
Jesse Phillips,168,5,17945
Jesse Pruitt,95,6,16869
Jesse Quinn,169,8,19362
Jesse Ray,111,8,14930
Jesse Rodriguez,175,3,12862
Jesse Rogers,663,1,4650
Jesse Ross,727,1,1734
Jesse Rowland,739,3,13253
Jesse Sanchez,100,4,9192
Jesse Shepard,39,9,23463
Jesse Smith,65,27,79320
Jesse Spencer,121,5,10612
Jesse Stone,52,7,13745
Jesse Stuart,28,9,27203
Jesse Sutton,20,6,18930
Jesse Taylor,461,2,3800
Jesse Thompson,316,2,6813
Jesse Tran,526,5,16326
Jesse Vang,108,3,11175
Jesse Velazquez,0,9,24449
Jesse Watkins,153,3,8582
Jesse Weeks,73,6,14751
Jesse Welch,501,4,14133
Jesse Wilcox,1281,1,3715
Jesse Williams,831,3,6802
Jesse Willis,658,3,3414
Jesse Wilson,68,7,23210
Jessica Abbott,215,4,8362
Jessica Adams,107,14,31207
Jessica Aguirre,44,6,16305
Jessica Allen,19,20,47902
Jessica Alvarez,72,7,18754
Jessica Anderson,88,29,59778
Jessica Arnold,151,5,10470
Jessica Austin,58,12,40694
Jessica Avila,289,3,6239
Jessica Ayers,426,4,8847
Jessica Bailey,73,15,32539
Jessica Baker,1123,1,3240
Jessica Baldwin,5,7,17221
Jessica Banks,160,2,7576
Jessica Barnes,5,15,43148
Jessica Barnes PhD,263,7,9922
Jessica Barrera,305,4,11848
Jessica Bartlett,50,6,13066
Jessica Bates,58,7,19172
Jessica Beltran,428,5,11176
Jessica Beltran DVM,64,5,11419
Jessica Bennett,203,5,9444
Jessica Bernard,41,8,19859
Jessica Berry,173,4,9301
Jessica Blair,119,7,11810
Jessica Bond,167,5,16646
Jessica Booth,58,1,2741
Jessica Bowman,82,7,11462
Jessica Brandt,290,3,8708
Jessica Brewer,777,8,18632
Jessica Bridges,473,4,15167
Jessica Briggs,153,9,24791
Jessica Brooks,16,5,12244
Jessica Brown,128,17,47783
Jessica Browning,101,5,16250
Jessica Bryant,163,4,11896
Jessica Burns,4,9,22521
Jessica Butler,205,4,10069
Jessica Calderon,707,5,11783
Jessica Callahan,272,9,31042
Jessica Camacho,236,7,24799
Jessica Campbell,112,6,18774
Jessica Campos,378,3,10112
Jessica Cannon,29,5,15791
Jessica Cantrell,12,13,28695
Jessica Carlson,44,2,4765
Jessica Carrillo,129,4,11553
Jessica Carroll,41,12,35689
Jessica Carter,30,8,24595
Jessica Chase,82,5,19591
Jessica Chavez,300,6,16246
Jessica Clark,210,18,37752
Jessica Cobb,119,5,11274
Jessica Coffey,306,4,12467
Jessica Coleman,3,28,77166
Jessica Collins,22,14,27245
Jessica Colon,67,7,13667
Jessica Contreras,42,6,12510
Jessica Conway,555,6,7957
Jessica Cook,50,4,8883
Jessica Cooley,38,6,14032
Jessica Cooper,282,17,43297
Jessica Crane,737,6,18223
Jessica Cruz,228,6,11786
Jessica Cunningham,166,6,8629
Jessica Cunningham DDS,293,7,20082
Jessica Curry,56,12,33162
Jessica Curtis,45,5,17654
Jessica Daniels,229,8,20857
Jessica Davidson,402,4,10249
Jessica Davis,146,10,24670
Jessica Dean,18,4,10275
Jessica Delacruz,97,6,12315
Jessica Diaz,24,9,32233
Jessica Dodson,183,3,5643
Jessica Downs,27,5,9938
Jessica Duffy,332,4,8917
Jessica Duncan,68,10,33211
Jessica Dunlap,44,6,13062
Jessica Duran,570,2,2877
Jessica Edwards,67,15,40314
Jessica Elliott,972,1,2431
Jessica Ellison,495,5,11681
Jessica Erickson,514,4,10847
Jessica Escobar,144,7,16873
Jessica Espinoza,377,3,6275
Jessica Estes,129,5,14096
Jessica Evans,259,4,8432
Jessica Farrell,927,1,3609
Jessica Faulkner,55,9,26898
Jessica Fischer,132,7,15578
Jessica Fitzgerald,96,6,22134
Jessica Fitzpatrick,58,7,16299
Jessica Fletcher,495,3,7717
Jessica Foley,173,4,8502
Jessica Ford,202,8,18339
Jessica Foster,68,6,20374
Jessica Franklin,11,10,35422
Jessica Freeman,22,15,40443
Jessica Frost,438,5,7793
Jessica Fuller,116,4,10627
Jessica Gallagher,23,14,36332
Jessica Galloway,272,6,21736
Jessica Garcia,21,58,136990
Jessica Gardner,72,3,8901
Jessica Garner,126,6,15964
Jessica Garza,622,4,10773
Jessica Gilmore,231,3,8302
Jessica Gomez,298,10,27599
Jessica Gonzales,1,12,33378
Jessica Gonzalez,311,4,3885
Jessica Gordon,359,6,18607
Jessica Grant,182,5,20121
Jessica Gray,76,5,13286
Jessica Green,242,2,4059
Jessica Greene,254,4,7382
Jessica Greer,200,6,5609
Jessica Griffith,28,3,7328
Jessica Hale,790,2,6271
Jessica Hall,85,8,19376
Jessica Hancock,407,4,10280
Jessica Haney,63,3,10035
Jessica Hanson,304,4,14628
Jessica Hardy,476,6,14849
Jessica Harmon,43,10,22299
Jessica Harper,47,10,24498
Jessica Harris,1178,2,5870
Jessica Harrison,26,7,21048
Jessica Harvey,33,7,16974
Jessica Hayden,73,3,9851
Jessica Hebert,70,4,10778
Jessica Henry,97,4,6764
Jessica Henson,276,3,7026
Jessica Herman,627,4,11042
Jessica Hernandez,26,18,40558
Jessica Herrera DDS,325,5,11481
Jessica Herring MD,232,6,19440
Jessica Hicks,260,4,13630
Jessica Hill,159,12,29658
Jessica Hines,120,5,12036
Jessica Hodges,108,5,14887
Jessica Hogan,2,7,12321
Jessica Holmes,599,5,7303
Jessica Howard,539,4,10913
Jessica Hughes,90,6,13958
Jessica Hunt,44,13,45830
Jessica Huynh,270,5,16127
Jessica Ingram,38,3,8828
Jessica Jackson,16,16,43680
Jessica Jenkins,383,5,19941
Jessica Jimenez,464,6,12260
Jessica Johnson,122,34,102993
Jessica Jones,0,46,146096
Jessica Jordan,15,10,28116
Jessica Keller,268,6,14292
Jessica Kelley,438,5,11171
Jessica Kelly,271,7,23820
Jessica Kemp,79,6,20529
Jessica Kennedy,146,9,26594
Jessica Kerr,67,6,16499
Jessica Kim DDS,114,4,6026
Jessica Klein,98,3,7303
Jessica Kline,318,2,8431
Jessica Knight,175,5,13699
Jessica Krause,143,6,10963
Jessica Lang,83,6,17373
Jessica Larson,609,3,9743
Jessica Lawson,312,2,2708
Jessica Le,543,2,8614
Jessica Lee,139,10,26131
Jessica Leonard,106,3,6396
Jessica Lewis,437,9,23014
Jessica Liu,170,9,29196
Jessica Lloyd,137,5,9242
Jessica Long,10,8,29668
Jessica Lopez,27,16,39138
Jessica Lowe,14,2,7516
Jessica Mack,263,5,15884
Jessica Mann,154,5,11826
Jessica Manning,512,3,9677
Jessica Marshall,63,3,2748
Jessica Martin,19,12,40443
Jessica Martinez,5,5,13768
Jessica Massey,593,7,21349
Jessica Mathis,113,13,37591
Jessica Matthews,515,4,9127
Jessica Mccarty,58,7,25453
Jessica Mcclain,172,5,10300
Jessica Mcclure,104,3,10760
Jessica Mccoy,94,7,20382
Jessica Mcdonald,73,12,33069
Jessica Mcdowell,86,3,5319
Jessica Mcguire,4,11,41876
Jessica Mcintyre,440,2,7095
Jessica Mckenzie,344,2,6420
Jessica Mclaughlin,35,11,19549
Jessica Medina,245,7,18969
Jessica Mendoza,278,4,6039
Jessica Mercado,56,2,7267
Jessica Meyers,166,5,16421
Jessica Miles,77,11,21463
Jessica Miller,363,14,30525
Jessica Miranda,12,15,34767
Jessica Mitchell,152,6,19413
Jessica Monroe,59,6,21143
Jessica Moore,49,16,39437
Jessica Morales,98,8,15348
Jessica Moreno,170,4,8500
Jessica Morgan,829,3,13158
Jessica Morris,41,19,54949
Jessica Mullins,116,5,9191
Jessica Nash,423,4,7704
Jessica Nelson,313,8,16707
Jessica Newman,443,3,8409
Jessica Nguyen,136,18,62802
Jessica Noble,265,2,5115
Jessica Obrien,149,4,13420
Jessica Oconnell,127,7,18371
Jessica Olson,246,15,42243
Jessica Orozco,317,6,14965
Jessica Ortega,77,10,24229
Jessica Ortiz,130,20,45422
Jessica Owens,67,8,22775
Jessica Palmer,45,6,16033
Jessica Park,369,10,33730
Jessica Parker,490,4,6295
Jessica Patel,44,14,36469
Jessica Patrick,5,10,24282
Jessica Patton,727,4,10079
Jessica Paul,311,2,7542
Jessica Payne,11,8,17659
Jessica Peck,114,4,14202
Jessica Pena,95,7,14599
Jessica Perez,40,10,25216
Jessica Perez MD,507,3,6576
Jessica Perez PhD,65,4,10554
Jessica Peters,287,4,9977
Jessica Peterson,77,13,35320
Jessica Pierce,239,3,10736
Jessica Powell,583,5,10018
Jessica Price,389,8,18599
Jessica Proctor,293,3,5613
Jessica Pruitt,880,2,3284
Jessica Ramirez,141,7,14212
Jessica Rasmussen,385,4,8377
Jessica Reeves,70,4,11145
Jessica Reyes,209,6,18127
Jessica Reynolds,6,22,65369
Jessica Rhodes,332,2,3178
Jessica Rice,95,4,13089
Jessica Rich,102,1,4707
Jessica Richardson,32,7,14897
Jessica Riley,67,4,14781
Jessica Rios,34,4,9333
Jessica Roberson,296,5,9162
Jessica Roberts,384,4,15131
Jessica Robinson,26,36,92593
Jessica Robles,58,16,41701
Jessica Rodgers,33,4,9563
Jessica Rodriguez,43,14,42389
Jessica Rogers,105,6,15423
Jessica Romero,22,8,17853
Jessica Rose,84,2,9884
Jessica Ross,172,8,20727
Jessica Rowe,276,5,12223
Jessica Russell,171,5,19385
Jessica Sanchez,63,7,15468
Jessica Saunders,24,4,14909
Jessica Schmidt,140,7,19078
Jessica Schneider,132,17,42563
Jessica Schroeder,114,7,25633
Jessica Scott,135,11,41317
Jessica Sexton,98,6,21367
Jessica Sharp,275,10,26541
Jessica Shepard,341,3,11358
Jessica Shepherd,584,2,5779
Jessica Sheppard,287,8,23880
Jessica Silva,54,6,15695
Jessica Simmons,492,3,11991
Jessica Simpson,684,4,10716
Jessica Sims,290,4,15442
Jessica Singh,347,5,9275
Jessica Small,80,7,23406
Jessica Smith,21,59,153092
Jessica Snyder,133,4,12665
Jessica Sosa,147,8,29049
Jessica Spencer,98,9,29427
Jessica Stanley,626,5,15194
Jessica Stout,327,8,22570
Jessica Swanson,77,7,18675
Jessica Taylor,182,20,42035
Jessica Terry,65,9,24164
Jessica Thomas,65,37,99053
Jessica Thompson,80,11,35892
Jessica Todd,607,6,18686
Jessica Torres,744,6,13565
Jessica Tran,774,1,2650
Jessica Tucker,452,9,32154
Jessica Underwood,397,5,14017
Jessica Valdez,27,15,43803
Jessica Vance,422,6,8757
Jessica Vargas,87,11,30488
Jessica Vasquez,856,2,6103
Jessica Vaughan,63,9,27696
Jessica Vazquez,180,4,14633
Jessica Vega,1116,2,7849
Jessica Villanueva,530,5,11122
Jessica Vincent,454,2,8670
Jessica Walker,43,9,22890
Jessica Wallace,207,7,15767
Jessica Walton,31,8,27262
Jessica Watson,10,20,52152
Jessica Weber,552,2,8996
Jessica Webster,156,2,3103
Jessica Weeks,277,3,10635
Jessica Welch,38,6,21040
Jessica West,84,11,31286
Jessica White,98,23,64509
Jessica Wiley,258,3,7580
Jessica Williams,67,37,95425
Jessica Williamson,57,3,6660
Jessica Wilson,36,31,78738
Jessica Wolfe,143,2,6068
Jessica Wong,482,6,14842
Jessica Wood,4,13,33512
Jessica Woods,529,5,15773
Jessica Yates,379,8,21460
Jessica Young,29,9,30790
Jessica Zuniga,147,4,3151
Jesus Allen,336,3,7908
Jesus Andrews,53,6,19305
Jesus Archer,187,4,10732
Jesus Bell,541,5,18678
Jesus Cantu,428,4,7779
Jesus Carter,382,5,19653
Jesus Conway,670,2,4393
Jesus Ellis,123,11,32092
Jesus Ferrell,137,4,7788
Jesus Frank III,42,10,23869
Jesus Gilbert,116,4,10738
Jesus Greene,603,4,8962
Jesus Hall,42,5,13050
Jesus Harris,140,7,18764
Jesus Hays,596,6,14792
Jesus Hodge,28,6,9969
Jesus Hurst,72,6,5292
Jesus Johnson,668,2,3913
Jesus Martinez,244,4,8359
Jesus Nielsen,295,5,9831
Jesus Powell,628,4,12834
Jesus Richardson,22,4,3936
Jesus Smith,181,11,27556
Jesus Strong,132,8,25041
Jesus Thomas,18,8,19307
Jesus Turner,19,17,43855
Jesus Walsh,270,3,7035
Jesus Wang,199,7,16657
Jesus Watts,422,6,16016
Jesus Wilson,146,9,24342
Jesus Wood,109,8,13465
Jill Anderson,495,3,10848
Jill Bailey,33,4,13418
Jill Ball,126,4,10485
Jill Banks,257,4,11280
Jill Beltran,272,7,22783
Jill Benitez,252,8,20285
Jill Brown,195,3,9574
Jill Bryant,152,7,12042
Jill Burnett,609,6,16516
Jill Burton,637,3,10411
Jill Cameron,459,7,22233
Jill Campbell,193,8,19942
Jill Carpenter,733,4,12349
Jill Carrillo,133,5,12096
Jill Carson,243,6,16238
Jill Carter,313,4,10383
Jill Cherry,324,2,5203
Jill Church,405,5,18867
Jill Cisneros,456,5,8326
Jill Cook,92,17,50602
Jill Cummings,735,5,13742
Jill Dalton,96,6,17019
Jill Daniel,188,3,4744
Jill Dawson,129,10,32333
Jill Decker,423,7,24833
Jill Drake,110,7,17865
Jill Gaines,50,4,10166
Jill Greene,154,5,14926
Jill Hall,28,9,21034
Jill Harrington,301,6,17288
Jill Haynes,147,6,19408
