Customer Name,Total Spending,Customer Tenure,Returns,Churn
Kayla Moore,3052,737,0.0,0
Kayla Murillo,4353,1291,2.0,0
Kayla Murphy,7633,1315,1.0,1
Kayla Ramirez,4963,1212,4.0,0
Kayla Rangel,1480,1003,2.0,1
Kayla Reyes,6313,1204,2.0,1
Kayla Rice,2603,1083,2.0,1
Kayla Robertson,6325,1298,2.0,1
Kayla Rose,3475,1206,3.0,1
Kayla Roth,530,1200,1.0,0
Kayla Ruiz,4125,1161,3.0,0
Kayla Ryan,7282,1338,4.0,0
Kayla Santos,4078,1016,4.0,0
Kayla Schultz,3516,1235,1.0,0
Kayla Scott,4024,826,4.0,0
Kayla Simmons,3380,1353,1.0,0
Kayla Simpson,10693,1192,5.0,0
Kayla Smith,9195,1335,5.0,1
Kayla Spencer,9611,1107,4.0,0
Kayla Stout,1914,636,1.0,0
Kayla Swanson,2366,1200,2.0,0
Kayla Taylor,2554,973,1.0,0
Kayla Trujillo,1690,1310,0.0,0
Kayla Underwood,798,1139,0.0,0
Kayla Wall,4529,1257,2.0,0
Kayla Weiss,7934,1347,3.0,0
Kayla Wilkerson,10317,1278,5.0,0
Kayla Willis,4480,1109,3.0,1
Kayla Wood,7857,1303,7.0,0
Kayla Wright,2179,533,1.0,0
Kayla Yang,3632,891,3.0,0
Kayla Zamora,2933,1151,2.0,0
Kaylee Clark,2246,1288,4.0,0
Kaylee Cole,1875,1105,1.0,1
Kaylee Coleman,5082,1105,4.0,1
Kaylee Davis,5602,1297,3.0,1
Kaylee Drake,2832,1076,2.0,0
Kaylee Hernandez,2136,1084,1.0,1
Kaylee Ho,6015,1287,1.0,0
Kaylee Jackson,1413,1297,2.0,0
Kaylee Mitchell,4134,1312,1.0,0
Kaylee Perez,7608,1278,5.0,0
Kaylee Petty,5893,1212,2.0,0
Kaylee Ramirez,1380,202,1.0,0
Kaylee Ramos,4023,1298,3.0,0
Kaylee Schroeder,5655,1317,3.0,0
Kaylee Thompson,1996,1112,3.0,1
Kaylee Weeks,3950,1063,4.0,0
Kaylee Wu DDS,4558,1237,4.0,1
Keith Adams,2340,930,2.0,0
Keith Alexander,3381,1346,1.0,0
Keith Anderson,12901,1222,12.0,0
Keith Bailey,4941,806,2.0,0
Keith Ball,628,1233,1.0,0
Keith Banks,6834,1287,1.0,0
Keith Bridges,9189,1071,2.0,0
Keith Brown,4394,751,3.0,0
Keith Burns,2192,991,2.0,0
Keith Calhoun,3591,1170,7.0,0
Keith Camacho,7136,1053,4.0,1
Keith Carr,3007,750,2.0,0
Keith Castillo,2422,1205,2.0,0
Keith Chang,2361,167,2.0,0
Keith Collins,2684,1062,1.0,0
Keith Crawford,2112,1105,0.0,1
Keith Davidson,3259,803,2.0,1
Keith Davis,6734,1170,3.0,0
Keith Diaz,8839,1296,9.0,1
Keith Douglas,13245,1076,5.0,1
Keith Dunn,4763,1218,3.0,0
Keith Durham,8898,1345,3.0,0
Keith Ferguson,301,941,1.0,0
Keith Fleming,2393,1074,3.0,0
Keith Ford,3076,1334,2.0,0
Keith Frank,793,1251,1.0,0
Keith Fritz,5512,1189,2.0,0
Keith Garrett,1706,1339,1.0,1
Keith Glenn,5142,653,2.0,0
Keith Gonzalez,1850,384,0.0,0
Keith Goodman,5572,1293,5.0,0
Keith Grant,4127,1186,3.0,1
Keith Gray DVM,1528,838,1.0,0
Keith Green,13331,1322,11.0,1
Keith Gutierrez,1697,1306,3.0,0
Keith Hamilton,4586,1273,2.0,0
Keith Harrington,5771,529,1.0,0
Keith Harris,10711,1352,5.0,1
Keith Haynes,3782,1233,1.0,0
Keith Hicks,4213,1312,1.0,0
Keith Hill,3531,1012,2.0,0
Keith Hodge,3391,1201,2.0,0
Keith Howell,807,202,1.0,1
Keith Jackson,3415,1341,1.0,0
Keith Jensen,4192,1194,2.0,0
Keith Johnson,5810,772,4.0,1
Keith Jones,6381,1191,3.0,0
Keith Kaufman,1110,1189,0.0,0
Keith Kim,4458,1178,4.0,0
Keith Larson,4901,1255,3.0,0
Keith Lee,4034,916,2.0,0
Keith Lewis,4098,1326,3.0,0
Keith Lopez,7366,1293,4.0,1
Keith Malone,7711,1219,5.0,0
Keith Martinez,14257,1178,4.0,0
Keith May,3500,1123,3.0,1
Keith Mccall,6364,1296,4.0,0
Keith Mccormick,1918,1135,2.0,1
Keith Mckinney,4507,887,2.0,1
Keith Miller,8214,945,5.0,0
Keith Mooney,8560,1240,5.0,0
Keith Morales,4448,916,2.0,0
Keith Murphy,5130,1163,2.0,0
Keith Oconnor,1527,938,2.0,0
Keith Olsen,2586,1295,1.0,0
Keith Orozco,5766,1214,1.0,0
Keith Ortega,4832,1212,1.0,1
Keith Parrish,5699,1274,4.0,0
Keith Patterson,3597,1174,1.0,0
Keith Perez,8624,1329,3.0,0
Keith Perez Jr.,5587,1282,4.0,0
Keith Peterson MD,8288,1107,3.0,0
Keith Phillips,1932,1011,0.0,1
Keith Randolph,4959,1055,4.0,0
Keith Reese,5498,1087,3.0,0
Keith Rios,8746,1292,1.0,0
Keith Roberts,2918,1051,1.0,1
Keith Rodgers,4801,1233,3.0,0
Keith Rodriguez,15636,1348,8.0,0
Keith Ross,3443,1338,1.0,1
Keith Ruiz,5877,980,2.0,0
Keith Sampson,2393,1022,1.0,0
Keith Sanchez,4501,1142,3.0,0
Keith Sandoval,3604,1324,1.0,0
Keith Schultz,6668,1153,3.0,0
Keith Silva,2011,849,3.0,0
Keith Smith,17899,1348,10.0,0
Keith Stephens,3655,1253,4.0,0
Keith Stephenson,3815,1175,2.0,0
Keith Stout,2607,928,2.0,0
Keith Terry,1914,807,1.0,1
Keith Thomas,2159,1338,4.0,1
Keith Thomas II,7723,1314,4.0,0
Keith Thompson,3943,1345,2.0,0
Keith Torres,2580,884,1.0,0
Keith Tucker,4708,1272,2.0,1
Keith Velasquez,2744,852,2.0,0
Keith Walker,13596,1226,6.0,0
Keith Wall,4872,1213,1.0,0
Keith Wallace,6382,1262,3.0,0
Keith Walter DDS,1478,872,2.0,0
Keith Warner,1704,992,0.0,0
Keith Waters,6960,737,4.0,0
Keith Welch DDS,1752,1182,2.0,1
Keith Williams,19743,1302,6.0,1
Keith Wilson,3323,1080,3.0,0
Keith Yang,917,1253,1.0,0
Keith Young,8131,1080,5.0,1
Kelli Acosta,4520,1165,1.0,0
Kelli Aguilar,4178,1083,1.0,0
Kelli Brewer,3448,1345,2.0,0
Kelli Brown,6447,1199,3.0,1
Kelli Collier,3496,1216,3.0,0
Kelli Cook,1460,1057,1.0,0
Kelli Cross,7212,1314,3.0,1
Kelli Dougherty,1264,1208,0.0,0
Kelli Edwards,5443,1270,1.0,0
Kelli French,4580,1006,1.0,0
Kelli Hines,1377,1183,1.0,0
Kelli Holmes,3473,1240,1.0,1
Kelli Johnson,4378,1326,7.0,1
Kelli Keith,1868,1290,1.0,1
Kelli Kerr,4267,1321,5.0,1
Kelli Lopez,6777,1318,2.0,1
Kelli Lowe,6462,1182,4.0,0
Kelli Marshall,2582,1038,1.0,0
Kelli Miller,5486,1284,8.0,0
Kelli Moore,3154,1350,0.0,0
Kelli Morgan,3362,1140,1.0,0
Kelli Munoz,1405,1242,4.0,0
Kelli Nelson,3428,878,2.0,0
Kelli Palmer,4042,1100,2.0,1
Kelli Phillips,2907,1116,0.0,0
Kelli Rodriguez,4193,1341,1.0,0
Kelli Rowland,2370,1212,2.0,0
Kelli Sandoval,6341,1196,2.0,0
Kelli Schaefer,3394,1013,5.0,0
Kelli Valencia,5185,791,4.0,0
Kellie Ayers,2695,1026,1.0,0
Kellie Baker,4567,1308,2.0,0
Kellie Carroll,4963,1039,4.0,0
Kellie Cruz,2819,710,0.0,0
Kellie Lee,2282,1180,2.0,0
Kellie Snyder,2786,492,0.0,0
Kellie Thompson,3961,1185,4.0,1
Kellie Wilson,272,726,0.0,0
Kelly Alexander,6165,1209,1.0,0
Kelly Allen,5180,1232,4.0,0
Kelly Alvarado,7182,1351,2.0,0
Kelly Alvarez,3111,1173,5.0,0
Kelly Anderson,1447,1152,1.0,0
Kelly Ballard,5875,1194,5.0,0
Kelly Barnes,8300,873,3.0,0
Kelly Bartlett,618,38,0.0,0
Kelly Barton,4791,1193,3.0,1
Kelly Bates,3426,957,0.0,0
Kelly Bauer,408,226,0.0,0
Kelly Bentley,2243,426,4.0,0
Kelly Bowman,4833,1322,2.0,1
Kelly Brown,29587,1278,14.0,0
Kelly Browning,1348,722,0.0,0
Kelly Buchanan,4390,1182,3.0,0
Kelly Buck,3353,1353,3.0,1
Kelly Burch,1830,1345,1.0,1
Kelly Burton,5899,1312,5.0,0
Kelly Bush,8560,1256,3.0,0
Kelly Campbell,3245,1099,1.0,0
Kelly Carlson,2214,1313,1.0,0
Kelly Carroll,2362,829,2.0,0
Kelly Carter,4123,1317,2.0,0
Kelly Casey,2020,1037,1.0,0
Kelly Castillo,5587,1071,2.0,1
Kelly Castro,2054,1342,2.0,0
Kelly Chan,4111,1233,4.0,0
Kelly Charles,4116,1242,1.0,0
Kelly Chavez,10844,1218,7.0,0
Kelly Clark,3246,1084,1.0,0
Kelly Clarke,4476,1210,1.0,0
Kelly Clayton,420,934,1.0,0
Kelly Clements,7772,1123,4.0,0
Kelly Collins,2868,606,2.0,0
Kelly Combs,1920,1005,1.0,0
Kelly Conway,3627,1073,3.0,0
Kelly Davidson,9542,854,4.0,0
Kelly Decker,7238,1334,2.0,0
Kelly Deleon MD,3504,1333,3.0,0
Kelly Doyle,3716,894,0.0,0
Kelly Duke,2887,1284,3.0,0
Kelly Dyer,4773,1232,4.0,0
Kelly Eaton,4243,996,2.0,0
Kelly Edwards,10697,1063,5.0,1
Kelly Edwards DDS,6166,1337,4.0,1
Kelly Ellis,5661,1082,4.0,0
Kelly Farley,1048,1330,2.0,0
Kelly Fisher,2049,600,1.0,1
Kelly Fitzgerald,1758,1015,2.0,1
Kelly Fitzpatrick,3471,1319,1.0,1
Kelly Fleming,5206,1027,4.0,0
Kelly Floyd,2954,1213,1.0,0
Kelly Ford,3762,1301,2.0,0
Kelly Foster,2221,1291,1.0,0
Kelly Freeman,764,1216,0.0,0
Kelly Fuller,1389,1343,2.0,0
Kelly Gallagher,2819,1292,2.0,0
Kelly Garcia,4901,1033,1.0,1
Kelly Glover,2724,859,1.0,1
Kelly Gonzalez,21301,1315,11.0,1
Kelly Goodman,5066,1281,2.0,0
Kelly Goodwin,3996,726,1.0,0
Kelly Gould,2422,1251,1.0,1
Kelly Graham,2351,871,1.0,0
Kelly Grant,4541,1088,3.0,0
Kelly Green,7665,1253,3.0,0
Kelly Hall,28494,1330,16.0,0
Kelly Hampton,1022,498,0.0,0
Kelly Harris,5689,1334,4.0,0
Kelly Harvey,7185,1106,2.0,0
Kelly Hernandez,10132,1247,3.0,0
Kelly Ho,1419,1150,0.0,0
Kelly Hobbs,4235,1276,5.0,0
Kelly Hogan,2672,1106,1.0,0
Kelly Holder,1386,748,0.0,0
Kelly Holland,7245,1313,1.0,1
Kelly Holmes,4618,1175,2.0,0
Kelly Howard,8176,1325,4.0,0
Kelly Huang,3330,1147,2.0,1
Kelly Hughes,10321,1331,4.0,0
Kelly Hunt,7377,1326,3.0,0
Kelly Hurst,1633,464,1.0,0
Kelly Ingram,4179,1229,1.0,0
Kelly Jackson,1987,882,1.0,0
Kelly Jenkins,790,914,3.0,1
Kelly Johnson,1765,1276,4.0,0
Kelly Jones,4313,1173,4.0,0
Kelly Jordan,11476,1272,6.0,1
Kelly Kennedy,2723,698,2.0,1
Kelly Khan,3100,1272,3.0,0
Kelly Kim,3460,1250,2.0,0
Kelly Kirk,6999,1336,3.0,0
Kelly Klein,858,209,0.0,1
Kelly Kline,1660,1008,1.0,1
Kelly Lawrence,9734,1285,7.0,0
Kelly Lee,12742,1321,3.0,0
Kelly Leon,2142,957,2.0,1
Kelly Lopez,4968,1013,3.0,0
Kelly Lopez PhD,2266,1340,3.0,0
Kelly Lutz,3909,942,3.0,1
Kelly Lynch,4609,1151,4.0,0
Kelly Macdonald,3999,1130,3.0,1
Kelly Marquez,10193,1282,5.0,1
Kelly Martin,3322,1062,1.0,1
Kelly Martinez,8056,1280,4.0,1
Kelly Mason,7073,966,3.0,0
Kelly Mathis,11482,1310,8.0,0
Kelly Maxwell,2837,1068,4.0,0
Kelly Maynard,1203,880,1.0,0
Kelly Mccarty,705,1312,1.0,0
Kelly Mcdaniel,4662,1303,0.0,0
Kelly Mcgee,14031,1113,5.0,1
Kelly Mercado,4648,1329,4.0,0
Kelly Michael,4705,1300,5.0,1
Kelly Miller,15706,1310,13.0,1
Kelly Mitchell,1495,1305,2.0,0
Kelly Molina,6156,1242,2.0,0
Kelly Monroe,3456,1017,3.0,0
Kelly Moore,3306,1220,3.0,1
Kelly Morales,3931,1318,2.0,1
Kelly Morgan,942,1271,2.0,0
Kelly Mullen,2208,849,1.0,1
Kelly Murray,8626,1175,7.0,1
Kelly Myers,9114,1345,5.0,1
Kelly Nolan,1602,841,1.0,0
Kelly Norris,969,1256,0.0,0
Kelly Obrien,3204,737,1.0,0
Kelly Olson,2934,980,3.0,1
Kelly Ortiz,10425,1261,6.0,0
Kelly Pacheco,3350,962,0.0,0
Kelly Pena,14541,1308,6.0,0
Kelly Perez,10257,1205,5.0,1
Kelly Perry,5414,856,3.0,0
Kelly Peterson,3496,1092,1.0,0
Kelly Pierce,5329,1061,2.0,0
Kelly Powell,13077,1311,6.0,0
Kelly Quinn,3946,649,1.0,1
Kelly Ramirez,3993,1237,1.0,1
Kelly Randall,4986,1243,5.0,1
Kelly Reed,4000,1282,2.0,0
Kelly Reyes,6210,1258,3.0,0
Kelly Rice,5540,1347,2.0,0
Kelly Rich,2517,1352,1.0,1
Kelly Richards,1134,395,1.0,0
Kelly Riggs,6788,1326,3.0,0
Kelly Rivers,4365,1318,3.0,0
Kelly Rodriguez,1342,1187,1.0,0
Kelly Rodriguez PhD,4125,1330,2.0,1
Kelly Rollins,2318,1230,1.0,0
Kelly Rubio,7659,1291,5.0,0
Kelly Ruiz,3906,1168,4.0,0
Kelly Russell,7439,1011,2.0,1
Kelly Sanchez,3633,748,2.0,1
Kelly Sanders,3109,224,2.0,0
Kelly Scott,3351,1227,2.0,0
Kelly Sexton,7104,1236,2.0,0
Kelly Shea,2329,946,1.0,0
Kelly Shelton,3615,1285,4.0,0
Kelly Silva,4212,1157,0.0,0
Kelly Simmons,10374,1168,4.0,0
Kelly Singh,1212,979,0.0,0
Kelly Singleton,3239,1278,1.0,0
Kelly Smith,33243,1350,22.0,0
Kelly Snyder,5792,1329,3.0,1
Kelly Solis,7092,1145,4.0,0
Kelly Stanley,5603,1293,1.0,0
Kelly Stone,1204,1004,1.0,0
Kelly Suarez,4438,1305,3.0,1
Kelly Taylor,3925,1275,4.0,1
Kelly Terry,6082,1270,5.0,0
Kelly Thomas,14582,1264,6.0,1
Kelly Thompson,2568,1275,1.0,1
Kelly Tucker,10582,1253,4.0,1
Kelly Tyler,2017,1273,2.0,0
Kelly Valdez,2521,899,0.0,0
Kelly Vargas,5174,1126,5.0,0
Kelly Villanueva,4304,1276,3.0,0
Kelly Walker,7361,1227,4.0,0
Kelly Walls,9195,1182,6.0,0
Kelly Ward,3901,1177,2.0,0
Kelly Warren,7197,1289,5.0,1
Kelly Webb,7218,1106,2.0,0
Kelly Weber,3994,1153,3.0,1
Kelly West,3695,1239,1.0,0
Kelly Wheeler,5387,730,2.0,0
Kelly Whitney,3612,1346,3.0,1
Kelly Williams,13966,1270,6.0,1
Kelsey Baker,3173,1335,0.0,0
Kelsey Barber,1780,1100,1.0,0
Kelsey Blevins,1370,1007,1.0,0
Kelsey Bush,6976,1244,4.0,0
Kelsey Collins,2022,1340,1.0,0
Kelsey Davis,3911,1328,2.0,0
Kelsey Diaz,4439,1262,4.0,0
Kelsey Evans,5966,1120,5.0,1
Kelsey Farmer,6782,1158,5.0,0
Kelsey Flowers PhD,3396,1245,1.0,0
Kelsey Foster,1338,926,1.0,0
Kelsey Gentry,4354,1096,1.0,0
Kelsey Gray,4124,1275,1.0,0
Kelsey Harper,2372,1032,4.0,0
Kelsey Herrera,3065,1096,2.0,1
Kelsey Holden,4641,1186,4.0,0
Kelsey Johnson,5877,1295,5.0,0
Kelsey Jones,5680,1283,5.0,0
Kelsey Joseph,3989,1164,1.0,0
Kelsey Lara,2038,1156,1.0,0
Kelsey Le,6305,1289,2.0,0
Kelsey Lucas,2173,1200,2.0,1
Kelsey Manning,1331,862,2.0,1
Kelsey Martin,6020,1246,1.0,0
Kelsey Mcdonald,3692,923,1.0,0
Kelsey Meyer,2166,957,4.0,0
Kelsey Miller,2977,1325,3.0,0
Kelsey Miranda,642,1130,1.0,0
Kelsey Nash,9162,1061,4.0,0
Kelsey Palmer,6151,830,3.0,1
Kelsey Patel,4627,1309,2.0,0
Kelsey Peck,7189,1334,3.0,0
Kelsey Randall,3086,796,1.0,0
Kelsey Ray,2440,1075,1.0,1
Kelsey Rosario,1632,1258,1.0,0
Kelsey Ross,2475,1105,3.0,0
Kelsey Russell,2590,1294,1.0,0
Kelsey Ryan,2778,1319,1.0,0
Kelsey Sampson,4539,1116,4.0,0
Kelsey Schwartz,9033,1095,1.0,1
Kelsey Scott,3128,1140,3.0,0
Kelsey Smith,8000,1191,1.0,0
Kelsey Solomon,1252,1100,0.0,0
Kelsey Sullivan,2140,1070,0.0,0
Kelsey Tapia,4826,1040,2.0,0
Kelsey Taylor,3500,1114,3.0,0
Kelsey Valenzuela,7765,1238,5.0,0
Kelsey Wang,3770,1047,3.0,0
Kelsey Williams,1333,1192,0.0,0
Kelsey Wilson,1686,1118,0.0,1
Kelsey Wood,5433,1341,2.0,0
Kelsey Wright,4894,1204,3.0,1
Kendra Anderson,1087,417,0.0,0
Kendra Carter,7136,1115,3.0,0
Kendra Chapman,1734,1191,2.0,1
Kendra Christian,2076,875,2.0,0
Kendra Davis,7677,989,4.0,0
Kendra Dunn,2045,857,1.0,0
Kendra Ford,3619,591,2.0,0
Kendra Gould,7347,1275,1.0,0
Kendra Green,5438,1045,4.0,0
Kendra Greer,1884,1272,2.0,0
Kendra Hayes,3840,1166,1.0,0
Kendra Jones,2731,1157,3.0,0
Kendra Lambert,1041,956,1.0,0
Kendra Lane DVM,7483,1183,4.0,0
Kendra May,1798,1211,1.0,0
Kendra Moore,1529,1085,2.0,0
Kendra Peterson,7691,1110,3.0,0
Kendra Ramirez,3815,1311,3.0,0
Kendra Reed,1910,685,1.0,0
Kendra Robertson,2667,1232,3.0,1
Kendra Robinson,7377,1343,4.0,0
Kendra Rose,7189,953,4.0,0
Kendra Russell,3569,1146,2.0,1
Kendra Sanchez,4176,1223,4.0,0
Kendra Smith,4695,1305,2.0,1
Kendra Walton,2110,432,1.0,0
Kendra Wang,1763,908,1.0,0
Kendra White,2205,1339,0.0,0
Kenneth Acosta,2180,813,1.0,0
Kenneth Adams,4060,1352,0.0,1
Kenneth Allen,969,1044,0.0,0
Kenneth Arnold,4044,1350,3.0,0
Kenneth Ayala,6330,1260,0.0,0
Kenneth Bailey,882,798,2.0,1
Kenneth Bailey Jr.,3745,954,1.0,0
Kenneth Baker DDS,4244,1068,3.0,0
Kenneth Barnes,5474,1094,4.0,1
Kenneth Bates,1632,968,0.0,1
Kenneth Beck,3387,1143,4.0,0
Kenneth Becker,1647,998,2.0,0
Kenneth Bennett,3008,1171,3.0,0
Kenneth Benson,5780,1004,3.0,0
Kenneth Bentley,6332,1318,3.0,1
Kenneth Black,6714,1206,2.0,0
Kenneth Blake,5247,1028,4.0,0
Kenneth Booth,5507,1288,1.0,0
Kenneth Bray,2960,1328,2.0,0
Kenneth Brennan,2399,913,2.0,0
Kenneth Brewer,8525,1325,5.0,0
Kenneth Bridges,2115,1155,2.0,0
Kenneth Brooks,2925,1137,2.0,1
Kenneth Brown,10421,1212,6.0,0
Kenneth Burgess,7288,1335,4.0,1
Kenneth Burnett II,4827,935,2.0,0
Kenneth Byrd,1951,589,1.0,0
Kenneth Carlson,5884,989,3.0,1
Kenneth Carr,7502,1078,4.0,0
Kenneth Carrillo,7083,1305,2.0,1
Kenneth Carter,3916,1309,2.0,0
Kenneth Clayton,2771,452,0.0,0
Kenneth Cruz,4319,1269,1.0,0
Kenneth Cunningham,3698,1284,1.0,0
Kenneth Daniel,8774,1070,3.0,0
Kenneth Daugherty,2301,576,2.0,0
Kenneth Davis,3554,1336,5.0,0
Kenneth Dean,7932,1315,3.0,1
Kenneth Diaz,5670,1348,6.0,0
Kenneth Dunn,10149,978,4.0,0
Kenneth Espinoza,4235,1312,2.0,0
Kenneth Evans,6019,1216,4.0,0
Kenneth Farmer,783,1103,2.0,1
Kenneth Ferguson,2378,1188,0.0,0
Kenneth Fleming,4686,1120,1.0,0
Kenneth Flores,3419,1117,2.0,0
Kenneth Floyd,5842,1101,2.0,0
Kenneth Foster,4960,1119,3.0,0
Kenneth Frost,3226,934,3.0,1
Kenneth Fuentes,3805,1343,3.0,0
Kenneth Garcia,10917,1279,6.0,0
Kenneth Gibson,1556,858,0.0,0
Kenneth Gomez,6021,1015,4.0,1
Kenneth Gonzalez,7865,1298,6.0,1
Kenneth Graham,3264,1170,2.0,0
Kenneth Griffin,9350,1273,5.0,0
Kenneth Griffith,3003,723,4.0,0
Kenneth Gutierrez,2783,1070,1.0,0
Kenneth Hansen,3444,990,1.0,0
Kenneth Hanson,3104,1039,2.0,0
Kenneth Hardy,3558,1172,3.0,0
Kenneth Hatfield,326,233,1.0,0
Kenneth Hayes,6989,1178,2.0,0
Kenneth Henderson,2528,1273,2.0,0
Kenneth Hernandez,9615,1310,6.0,1
Kenneth Hess,1963,910,2.0,0
Kenneth Ho,7736,1337,4.0,0
Kenneth Hobbs,4777,856,2.0,0
Kenneth Hodges,2178,1146,2.0,0
Kenneth Houston,4106,1304,3.0,0
Kenneth Howell,1340,1237,1.0,1
Kenneth Hughes,603,1268,2.0,0
Kenneth Hunt,6491,1274,2.0,0
Kenneth Jacobson,380,79,1.0,0
Kenneth Jefferson,3203,1048,2.0,0
Kenneth Johnson,13125,1158,5.0,0
Kenneth Jones,16099,1231,5.0,0
Kenneth Kim,9298,1327,2.0,0
Kenneth King,4525,839,2.0,1
Kenneth Lane,2916,1231,0.0,0
Kenneth Lang,3412,1189,1.0,1
Kenneth Le,6414,1320,5.0,0
Kenneth Lee,2854,1132,3.0,1
Kenneth Lewis,3630,1276,1.0,0
Kenneth Lopez II,1926,1002,0.0,0
Kenneth Malone,8672,1329,3.0,0
Kenneth Martin,4368,1269,4.0,0
Kenneth Mccall,3377,1219,1.0,0
Kenneth Mccarthy,6833,1312,2.0,0
Kenneth Mcdonald,4446,965,3.0,0
Kenneth Mcintyre,2468,1141,0.0,0
Kenneth Mckinney,6057,1005,2.0,0
Kenneth Medina,5007,1350,3.0,0
Kenneth Mendoza,675,1118,2.0,0
Kenneth Meyer,3972,869,3.0,0
Kenneth Miles,7887,1021,3.0,0
Kenneth Miller,20818,1333,13.0,0
Kenneth Mitchell,540,464,2.0,0
Kenneth Moore,8204,1334,6.0,0
Kenneth Mora,2977,1342,0.0,1
Kenneth Moreno,5136,1320,3.0,1
Kenneth Mullen,2669,1037,3.0,1
Kenneth Myers,3279,1292,2.0,0
Kenneth Nguyen,4493,1212,4.0,0
Kenneth Obrien,3398,1295,1.0,0
Kenneth Odonnell,3878,1195,2.0,0
Kenneth Oliver,2336,1336,2.0,0
Kenneth Olsen,3132,1217,0.0,0
Kenneth Ortega,3817,1256,2.0,1
Kenneth Pacheco,2249,1058,2.0,1
Kenneth Patterson,2222,1078,2.0,0
Kenneth Pearson,1030,704,1.0,1
Kenneth Perez,3195,1110,2.0,1
Kenneth Peterson,4450,1307,3.0,0
Kenneth Pierce,3467,1154,4.0,0
Kenneth Ponce,678,833,3.0,1
Kenneth Prince,1987,1338,1.0,0
Kenneth Ramirez,4110,900,1.0,0
Kenneth Ramos,4384,1163,3.0,0
Kenneth Reyes,4355,1217,3.0,1
Kenneth Reynolds,2302,1065,1.0,0
Kenneth Richmond,5705,1258,2.0,0
Kenneth Rivera,3599,1164,1.0,0
Kenneth Roberson,4822,1142,6.0,0
Kenneth Rodriguez,1225,1274,1.0,0
Kenneth Russell,3097,1027,1.0,1
Kenneth Russo,2683,549,2.0,0
Kenneth Ryan,2647,774,0.0,0
Kenneth Salas,862,897,1.0,0
Kenneth Saunders,12637,1240,7.0,0
Kenneth Shaw,296,427,0.0,0
Kenneth Shelton,5219,1067,4.0,0
Kenneth Silva,3020,1123,3.0,0
Kenneth Simon,7077,1279,2.0,0
Kenneth Smith,12448,1310,6.0,0
Kenneth Smith PhD,821,1158,1.0,0
Kenneth Solis,6442,1059,3.0,0
Kenneth Spence,4461,1052,0.0,0
Kenneth Strong,4526,1130,5.0,0
Kenneth Stuart,6346,1131,3.0,0
Kenneth Summers,7189,1295,4.0,1
Kenneth Tanner,4938,1085,3.0,0
Kenneth Taylor,10015,1313,4.0,1
Kenneth Terry,7303,1353,3.0,0
Kenneth Thomas,4490,1334,1.0,0
Kenneth Thompson,7115,1336,3.0,0
Kenneth Torres,3336,919,1.0,0
Kenneth Villarreal,7052,1345,4.0,1
Kenneth Wagner,2001,1014,0.0,0
Kenneth Walker,2974,1130,2.0,0
Kenneth Waters,5066,1241,5.0,0
Kenneth Webb,1947,454,1.0,1
Kenneth Weber,1448,831,0.0,1
Kenneth Welch,5558,814,4.0,0
Kenneth West,2409,1327,2.0,0
Kenneth Wheeler,7474,916,2.0,1
Kenneth White,3752,1140,1.0,0
Kenneth Williams,5572,1208,2.0,1
Kenneth Willis,5838,1024,4.0,0
Kenneth Wise,4138,1342,1.0,1
Kenneth Wong,1990,1326,1.0,0
Kenneth Wood,2549,1195,1.0,0
Kenneth Woods,7464,1313,1.0,0
Kent Arnold,1809,876,0.0,0
Kent Carter,8023,1090,0.0,0
Kent Miles,3110,1011,3.0,1
Kerri Cantu,3163,1043,2.0,1
Kerri Cox,4449,1002,4.0,0
Kerri Curtis,2483,1206,2.0,1
Kerri Gentry,1520,1343,0.0,0
Kerri George,3104,1069,3.0,0
Kerri Madden,3308,1286,0.0,0
Kerri Mccarty,3642,618,3.0,0
Kerri Morales,3655,1011,2.0,0
Kerri Nash,6666,1210,0.0,0
Kerri Nelson,2672,609,5.0,0
Kerri Norman,2042,439,1.0,0
Kerri Webb,7045,1339,3.0,0
Kerry Chen,5114,878,2.0,0
Kerry Diaz,4541,1253,4.0,1
Kerry Flores,2568,1236,0.0,0
Kerry Hernandez,4764,1311,0.0,0
Kerry Martinez,5126,1033,4.0,0
Kerry Molina,5937,1328,3.0,0
Kerry Perez,2870,579,0.0,0
Kevin Adams,11542,1207,9.0,0
Kevin Alexander,4787,1266,2.0,0
Kevin Andersen,2290,527,1.0,0
Kevin Anderson,4598,1047,1.0,0
Kevin Arias,3165,1304,2.0,0
Kevin Atkinson,984,774,1.0,1
Kevin Bailey,12304,1244,5.0,0
Kevin Baird,3608,974,0.0,0
Kevin Baker,2215,810,4.0,0
Kevin Baldwin,11167,1281,6.0,0
Kevin Ball,4782,1338,2.0,0
Kevin Barber,7043,1140,4.0,0
Kevin Barnes,796,988,0.0,1
Kevin Barrett,5977,945,2.0,1
Kevin Barron,6706,1254,5.0,0
Kevin Barry,5044,1326,4.0,0
Kevin Bender,530,853,0.0,0
Kevin Bentley,3607,1276,3.0,0
Kevin Berry,2107,1082,0.0,0
Kevin Bishop,6153,1151,1.0,0
Kevin Blake,2845,1016,1.0,0
Kevin Blevins,4458,856,1.0,0
Kevin Bond,2436,1339,1.0,1
Kevin Boyd,7149,1317,4.0,0
Kevin Bright,7880,1307,1.0,0
Kevin Brown,30173,1201,20.0,1
Kevin Bryant,6076,1350,5.0,1
